Origin Name,Origin Code,Destination Name,Destination Code,Departure Date,Duration,Operator,Fare,Origin ID,Destination ID
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-30T23:03:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-30T23:20:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-10-31T00:24:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-10-31T02:16:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-10-31T05:09:00+00:00,0 days 00:58:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-01T00:24:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-01T02:16:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T07:08:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T07:11:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T07:28:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T08:19:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T08:22:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T08:39:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T09:29:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T09:32:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T09:49:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T10:24:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T10:27:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T10:44:00+00:00,0 days 01:01:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T11:23:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T11:26:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T11:43:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T12:23:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T12:26:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T12:43:00+00:00,0 days 01:03:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T13:24:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T13:27:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T13:44:00+00:00,0 days 01:05:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T14:22:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T14:25:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T14:42:00+00:00,0 days 01:08:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T15:35:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T15:38:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T15:55:00+00:00,0 days 01:10:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T16:30:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T16:33:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T16:50:00+00:00,0 days 01:15:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T17:32:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T17:35:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T17:52:00+00:00,0 days 01:07:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T18:27:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T18:30:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T18:47:00+00:00,0 days 01:04:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T19:21:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T19:24:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T19:41:00+00:00,0 days 01:04:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T20:15:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T20:18:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T20:35:00+00:00,0 days 01:03:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T21:10:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T21:13:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T21:30:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T22:04:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T22:07:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T22:24:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-10-31T23:00:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-10-31T23:03:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-10-31T23:20:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-01T00:24:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-01T02:16:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-01T05:09:00+00:00,0 days 00:58:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-02T00:24:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-02T02:16:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T07:08:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T07:11:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T07:28:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T08:19:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T08:22:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T08:39:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T09:29:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T09:32:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T09:49:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T10:24:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T10:27:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T10:44:00+00:00,0 days 01:01:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T11:23:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T11:26:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T11:43:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T12:23:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T12:26:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T12:43:00+00:00,0 days 01:03:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T13:24:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T13:27:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T13:44:00+00:00,0 days 01:05:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T14:22:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T14:25:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T14:42:00+00:00,0 days 01:08:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T15:35:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T15:38:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T15:55:00+00:00,0 days 01:10:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T16:30:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T16:33:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T16:50:00+00:00,0 days 01:15:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T17:32:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T17:35:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T17:52:00+00:00,0 days 01:07:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T18:27:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T18:30:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T18:47:00+00:00,0 days 01:04:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T19:21:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T19:24:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T19:41:00+00:00,0 days 01:04:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T20:15:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T20:18:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T20:35:00+00:00,0 days 01:03:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T21:10:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T21:13:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T21:30:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T22:04:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T22:07:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T22:24:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-01T23:00:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-01T23:03:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-01T23:20:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-02T00:24:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-02T02:16:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-02T05:09:00+00:00,0 days 00:58:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-03T00:16:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-03T02:10:00+00:00,0 days 01:01:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T07:04:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T07:07:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T07:24:00+00:00,0 days 00:56:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T08:12:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T08:15:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T08:32:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T09:13:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T09:16:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T09:33:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T10:13:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T10:16:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T10:33:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T11:16:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T11:19:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T11:36:00+00:00,0 days 01:01:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T12:22:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T12:25:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T12:42:00+00:00,0 days 01:05:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T13:24:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T13:27:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T13:44:00+00:00,0 days 01:04:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T14:22:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T14:25:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T14:42:00+00:00,0 days 01:06:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T15:18:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T15:21:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T15:38:00+00:00,0 days 01:05:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T16:18:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T16:21:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T16:38:00+00:00,0 days 01:05:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T17:16:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T17:19:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T17:36:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T18:14:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T18:17:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T18:34:00+00:00,0 days 01:03:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T19:08:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T19:11:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T19:28:00+00:00,0 days 01:03:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T20:05:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T20:08:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T20:25:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T21:04:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T21:07:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T21:24:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T21:59:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T22:02:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T22:19:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-02T22:56:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-02T22:59:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-02T23:16:00+00:00,0 days 00:58:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-03T00:16:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-03T02:10:00+00:00,0 days 01:01:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-03T05:01:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-04T00:16:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport (Stop G),EDI,St Madoes,STMD,2024-11-04T02:10:00+00:00,0 days 01:01:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T07:04:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T07:07:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T07:24:00+00:00,0 days 00:56:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T08:12:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T08:15:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T08:32:00+00:00,0 days 00:59:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T09:13:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T09:16:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T09:33:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T10:13:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T10:16:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T10:33:00+00:00,0 days 01:00:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T11:16:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T11:19:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T11:36:00+00:00,0 days 01:01:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T12:22:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T12:25:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T12:42:00+00:00,0 days 01:05:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T13:24:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T13:27:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T13:44:00+00:00,0 days 01:04:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T14:22:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T14:25:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T14:42:00+00:00,0 days 01:06:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T15:18:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T15:21:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T15:38:00+00:00,0 days 01:05:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T16:18:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T16:21:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T16:38:00+00:00,0 days 01:05:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T17:16:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
Ingliston P&R,EDI,Ingliston P&R,EDI,2024-11-03T17:19:00+00:00,0 days 00:02:00,Ember,6.1,49,31
Ingliston P&R,EDI,St Madoes,STMD,2024-11-03T17:36:00+00:00,0 days 01:02:00,Ember,6.1,49,31
Edinburgh Airport,EDI,Ingliston P&R,EDI,2024-11-03T18:14:00+00:00,0 days 00:03:00,Edinburgh Tram,6.1,49,31
